0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,True_value
0.3970417,0.2087538,0.20799358,0.45443612,0.47197282,0.24248856,0.24776614,0.3540634,0.08287534,0.53722143,0.23915684,-0.000129452,0.18643728,0.3387913,0.5903063,0.21143426,0
0.6303101,0.003778301,0.000219643,0.71758157,0.72853374,0.007790014,0.009788662,0.58184266,-0.004022285,0.7935533,0.00719627,-0.000144054,-0.000343874,0.600454,0.8011643,-0.003690876,1
0.63935405,0.080519386,0.077783726,0.73307085,0.7435479,0.08083597,0.09292342,0.58717436,0.02336511,0.8224395,0.09138698,-0.000169234,0.06334363,0.60421664,0.84847933,0.08121884,0
0.058356244,0.6191666,0.63565814,0.056644045,0.11318062,0.738562,0.77821296,0.03184133,0.26402685,0.18255922,0.72285,-0.000142668,0.54819095,-0.11822398,0.3321985,0.6341787,0
0.59432524,0.043091595,0.044823445,0.6845195,0.6876372,0.04699473,0.048916228,0.5424111,0.012046512,0.7581787,0.04869596,-0.000140051,0.036164224,0.5668313,0.77226955,0.037595216,1
0.5601771,0.09558471,0.110908136,0.64385027,0.65486234,0.1276865,0.12231134,0.51639587,0.03378012,0.73381704,0.12673366,-0.00014298,0.08387275,0.51176155,0.7734606,0.10158274,0
0.63145137,0.041243702,0.029382885,0.72647864,0.72975254,0.030202255,0.027191475,0.5740221,0.01568776,0.8031857,0.02888941,-0.0001545,0.02768404,0.6052406,0.80639434,0.031640433,0
0.5745179,0.035231266,0.04808172,0.6656573,0.66710943,0.05577138,0.04020012,0.52801347,0.007802252,0.744115,0.058033176,-0.000133835,0.039718673,0.549602,0.76889193,0.042888157,1
0.3826628,0.28150883,0.29652727,0.43592164,0.4611094,0.33497947,0.32781446,0.34556484,0.11014957,0.5394997,0.3369574,-0.000147029,0.25927508,0.31590727,0.6323102,0.29793796,1
0.45423955,0.24466458,0.2434355,0.51924324,0.54058546,0.27923644,0.3052677,0.41480407,0.10178512,0.6181223,0.27864668,-0.000149156,0.20688832,0.35876665,0.68451256,0.23804234,0
0.18325754,0.20660532,0.26995596,0.22091895,0.23442613,0.31215182,0.3063581,0.14782913,0.08637819,0.29399848,0.29971862,-6.45E-05,0.23244867,0.11681573,0.35926417,0.23821369,1
0.5910119,0.051797997,0.04222118,0.67572063,0.68454534,0.055473775,0.06430883,0.5388598,0.012499552,0.748777,0.051375188,-0.000145454,0.03549034,0.5504316,0.75796837,0.04012479,0
0.22034526,0.12077595,0.19954485,0.25520217,0.26679376,0.24486932,0.25018468,0.19802979,0.06692087,0.3307662,0.22514263,-7.41E-05,0.16299082,0.1710038,0.38844183,0.17323491,1
0.34218544,0.2822131,0.29497612,0.39514345,0.41715202,0.33625352,0.3579581,0.31240135,0.12373744,0.49390334,0.33150488,-0.000130569,0.25546318,0.25435776,0.5708031,0.28598952,1
0.4524364,0.24023998,0.24071628,0.51184654,0.5367271,0.27885744,0.29658034,0.41248158,0.093845636,0.6115604,0.27483487,-0.000147709,0.20535305,0.36640045,0.6855253,0.23272894,0
0.30079642,0.33339417,0.3511678,0.33761296,0.37606654,0.42413124,0.4395188,0.27388114,0.12958924,0.4472847,0.41139615,-0.000138572,0.29462957,0.21157005,0.5452348,0.33994323,0
0.5479622,0.06132745,0.065744996,0.6287005,0.63454384,0.07391408,0.074429944,0.49316522,0.019841481,0.7001572,0.07033676,-0.000136689,0.056588665,0.51675785,0.7152689,0.059958216,0
0.2551608,0.34837195,0.38230813,0.29576838,0.32302496,0.450115,0.4649048,0.2266405,0.15559474,0.4044928,0.44041306,-0.000132602,0.32382372,0.15452845,0.49972004,0.374528,0
0.6335587,0.016927883,0.013422616,0.7388058,0.7331078,0.010144532,0.000552915,0.57600075,0.009470038,0.81142694,0.013599984,-0.000151009,0.019060418,0.62487704,0.808306,0.018975899,0
0.18949239,0.28951147,0.34552693,0.22545554,0.2467091,0.40139654,0.39618692,0.1709505,0.13082667,0.3243947,0.3935213,-0.000105578,0.29203546,0.12291117,0.4222542,0.3327031,0
0.44242212,0.1812273,0.19092014,0.51238585,0.5251666,0.21267807,0.22552735,0.3970063,0.08695008,0.59838444,0.21062815,-0.000134774,0.17316134,0.38343915,0.63722736,0.18417935,1
0.5842515,0.014190916,0.026483707,0.6781179,0.67616886,0.024653465,0.025154427,0.5335552,0.003924482,0.7497368,0.02778244,-0.000133667,0.018124834,0.56960994,0.7524772,0.01547499,1
0.46926254,0.22869039,0.2258901,0.5376605,0.556931,0.25494543,0.2794236,0.4257211,0.09746647,0.6335601,0.25653958,-0.000147972,0.19725531,0.38509145,0.6895927,0.22196889,0
0.42381242,0.22745988,0.23183498,0.48818418,0.50330806,0.2654824,0.2597449,0.37997437,0.09357616,0.5842519,0.25961143,-0.000139771,0.20649055,0.35966948,0.64416075,0.23165584,1
0.38534197,0.27463964,0.2747547,0.4346636,0.4636538,0.3197689,0.34074694,0.3473803,0.113812506,0.5305728,0.3120889,-0.000137437,0.2368106,0.28376678,0.59973717,0.2695304,1
0.3898454,0.23296535,0.24293724,0.45025033,0.46454248,0.27042073,0.26246247,0.34172192,0.102345064,0.53846824,0.26931387,-0.000134687,0.22283061,0.3345716,0.5983124,0.2448375,0
0.3815658,0.2663673,0.2748851,0.44183567,0.4635276,0.3165658,0.33111295,0.34159067,0.117828526,0.53480893,0.31196374,-0.000139866,0.23829728,0.2985003,0.5959465,0.26827568,0
0.30974606,0.36453843,0.38160127,0.35719374,0.38794953,0.43442988,0.4585007,0.27827215,0.15488909,0.46554103,0.43253857,-0.00014567,0.32271862,0.19461086,0.561101,0.37545025,1
0.5115812,0.18071002,0.17836466,0.5866974,0.6022985,0.20263791,0.22446966,0.4664736,0.073677614,0.6782648,0.20434797,-0.000148475,0.15409176,0.43880716,0.7253041,0.17249623,0
0.47986597,0.21907517,0.2449393,0.53748107,0.56529516,0.30539453,0.34174764,0.45524803,0.091412924,0.65574986,0.28945178,-0.000144861,0.17822139,0.3369063,0.7410166,0.22116935,0
0.54213864,0.055269666,0.06624994,0.6237389,0.6296878,0.07596549,0.07891082,0.49796906,0.017279696,0.7014184,0.07922803,-0.000136662,0.053288996,0.5194723,0.72183055,0.06009742,0
0.13892862,0.16183415,0.23953393,0.18224433,0.18430226,0.2675709,0.28382656,0.1077662,0.10054101,0.23636892,0.2610301,-4.32E-05,0.20877448,0.09409512,0.2690968,0.19465339,1
0.6129334,0.003596902,0.001097962,0.708676,0.7110032,-0.003656074,-0.002471067,0.56144065,-0.000706725,0.7737404,-0.002126724,-0.000131128,0.000887141,0.58663434,0.76505345,-0.002330318,0
0.5200799,0.15833414,0.15685473,0.5932238,0.60697883,0.1781823,0.1869541,0.4715223,0.05685899,0.68282884,0.17842744,-0.000146242,0.13316245,0.46044567,0.7291934,0.15149212,1
0.5743701,0.06199307,0.076068975,0.66621494,0.66811085,0.07885866,0.091272205,0.5273332,0.027676601,0.7477205,0.08106081,-0.000141977,0.060538635,0.5380931,0.7680029,0.06328708,0
0.5813417,0.017465062,0.052203186,0.6712326,0.67548794,0.056996264,0.06253481,0.540124,0.002000518,0.7533507,0.062348522,-0.000146287,0.021166697,0.5592691,0.7784748,0.034231037,1
0.25428066,0.3767982,0.4074305,0.28898048,0.3227604,0.475367,0.48454,0.23956251,0.14504275,0.40920043,0.46924073,-0.000135582,0.3392099,0.15610562,0.5426099,0.40373766,1
0.49629828,0.17933422,0.17087157,0.5702386,0.5839583,0.19296929,0.21078582,0.4468919,0.07953024,0.6569473,0.18977678,-0.000144358,0.15549295,0.4298643,0.6922013,0.16699278,1
0.6251497,0.009593375,0.014548674,0.7194349,0.7222602,0.011216208,0.021065012,0.5758462,0.001910549,0.79567957,0.014393725,-0.000141587,0.005081326,0.5919173,0.7981977,0.005424917,1
0.35287678,0.30139518,0.30360824,0.39281264,0.42704743,0.35633326,0.3873224,0.32558855,0.11566466,0.50326705,0.3497723,-0.000136443,0.25371224,0.2541057,0.59201527,0.2970168,1
0.3877015,0.37036893,0.39144468,0.44661573,0.47584933,0.45001057,0.48219162,0.36187875,0.15122989,0.5753854,0.4474768,-0.000152326,0.3290869,0.27004817,0.691844,0.38696843,1
0.48287717,0.1121162,0.10374127,0.56357515,0.56573915,0.11678557,0.10818167,0.43259525,0.056446314,0.63296694,0.11201025,-0.000130732,0.104835466,0.45357773,0.64486325,0.10537727,1
0.61177737,0.027458679,0.057525948,0.7108627,0.70812386,0.048223972,0.06020053,0.561646,0.014365263,0.79317,0.05840669,-0.000141503,0.047152616,0.59554553,0.8158387,0.043194428,1
0.45296237,0.21703613,0.22644687,0.5047463,0.53433895,0.27295762,0.27977344,0.41720566,0.06764873,0.6045379,0.26559633,-0.000150379,0.18060857,0.3660822,0.69119436,0.21752746,0
0.6097373,0.06424144,0.05158007,0.7001292,0.70796597,0.053516753,0.06681558,0.55791306,0.023899619,0.7796537,0.06181316,-0.000152458,0.05058176,0.57949185,0.7872894,0.05556109,0
0.62929755,0.004554674,-0.000438288,0.730468,0.7263169,-0.002316877,-0.014448561,0.5744672,-0.00210312,0.79834586,-0.002754763,-0.000139034,-0.001299381,0.6158653,0.79392815,-0.003266469,0
0.6373582,0.010550816,0.014020644,0.7337331,0.73553437,0.018313557,0.013910718,0.5884966,-0.000377871,0.81288934,0.019154266,-0.000150495,0.007057309,0.6139285,0.82608354,0.010953635,0
0.45065615,0.19135737,0.19645306,0.5179165,0.53155446,0.2117745,0.20818813,0.4013365,0.08470867,0.60402817,0.21389994,-0.000136798,0.1787203,0.39792016,0.6483452,0.18665513,0
0.22034526,0.12077595,0.19954485,0.25520217,0.26679376,0.24486932,0.25018468,0.19802979,0.06692087,0.3307662,0.22514263,-7.41E-05,0.16299082,0.1710038,0.38844183,0.17323491,1
0.41614085,0.22794646,0.27423975,0.4825168,0.4998258,0.29974782,0.31511566,0.39351007,0.09250174,0.5973247,0.30109012,-0.000137137,0.21849298,0.3497487,0.6971569,0.26156735,0
0.69076043,-0.004744127,-0.006207749,0.8208696,0.8010371,-0.042625025,-0.05404245,0.6209405,-0.0049803,0.8906632,-0.01806216,-0.000109325,-0.012387037,0.7277745,0.8565837,-0.010477148,1
0.5581099,0.03845556,0.06494465,0.63826513,0.64724785,0.07616613,0.08970554,0.5243598,0.002244789,0.72572803,0.07570186,-0.000140102,0.03319241,0.52230513,0.7603041,0.048982516,0
0.36846882,0.308605,0.3097434,0.40979037,0.44616508,0.3724309,0.38567743,0.3435684,0.11027765,0.5207192,0.36092037,-0.000149457,0.25716567,0.26871398,0.6293852,0.30986133,1
0.60050625,0.085065864,0.07539436,0.6843557,0.69540966,0.088709846,0.09908312,0.5510156,0.023494154,0.7693583,0.091816396,-0.000158066,0.061667286,0.55768186,0.7959844,0.07559038,0
0.45639265,0.19200349,0.1922046,0.5213151,0.5406839,0.22764906,0.23835653,0.41516718,0.08060734,0.61134565,0.22173372,-0.000143229,0.16510092,0.38505295,0.6633353,0.19028455,0
0.6443239,0.004226834,-0.001899019,0.74246746,0.7437404,-0.003069222,-0.002650373,0.5934123,-0.003230799,0.81758523,-0.00173071,-0.000147429,-0.002522886,0.6191269,0.8174673,-0.002943665,0
0.60151076,0.058558196,0.08190052,0.70103496,0.7000017,0.077481456,0.07226412,0.55464906,0.020024974,0.7861595,0.08781536,-0.000141288,0.06331801,0.571022,0.8207703,0.07274084,0
0.5361225,0.031069264,0.08230725,0.6269844,0.6255435,0.08621824,0.067425564,0.502839,0.005735371,0.70925266,0.096135385,-0.000130976,0.052306868,0.5160588,0.765053,0.0683394,0
0.4190812,0.17788124,0.17742932,0.48473722,0.4973856,0.21293837,0.21950337,0.38017866,0.08327299,0.56694084,0.20533192,-0.00012291,0.16109712,0.3553437,0.6027077,0.17896709,0
0.44632968,0.23645326,0.2388101,0.49096966,0.5286761,0.2940294,0.33995083,0.41632766,0.093932115,0.6038214,0.28326237,-0.000158345,0.19489025,0.33426446,0.6796905,0.23065676,1
0.5996188,0.010008,0.009634614,0.6932268,0.69348323,0.017022774,0.013472043,0.5482628,-0.001098078,0.76383805,0.01373706,-0.00014326,0.006581321,0.589419,0.76377314,0.008376904,0
0.46735853,0.20177138,0.20360455,0.5329575,0.5554567,0.23658589,0.25341803,0.42731798,0.08483283,0.6314303,0.22797455,-0.000150107,0.17680992,0.39297363,0.68453616,0.20214067,0
0.58048767,0.06550958,0.07357077,0.66801,0.6757912,0.08520544,0.08319448,0.5369915,0.016361658,0.752005,0.08751569,-0.000147536,0.053848162,0.55310094,0.78243977,0.07160262,1
0.5785536,0.076728724,0.077735715,0.6722806,0.6731176,0.07941151,0.096476175,0.5249403,0.041839227,0.74997157,0.08282629,-0.000142563,0.07342454,0.53871995,0.7591725,0.06895667,1
0.49492913,0.12884253,0.13564122,0.5701638,0.5810017,0.15449797,0.16383305,0.44874117,0.056780778,0.6526742,0.15183419,-0.000136054,0.11581577,0.4392339,0.6817409,0.12962052,0
0.582939,0.07492886,0.075854,0.6692637,0.67730033,0.09008445,0.09199657,0.53336805,0.022337064,0.74905306,0.08982948,-0.000153437,0.060498714,0.54432416,0.7762962,0.07302648,1
0.048021026,0.45189735,0.516294,0.06744158,0.09465285,0.5886443,0.58814484,0.030984433,0.20629206,0.17535405,0.58355236,-0.000100033,0.4469626,-0.053065907,0.3054215,0.49692267,0
0.5069824,0.13986222,0.15110728,0.5863497,0.59895384,0.16668887,0.17979872,0.46321008,0.06309963,0.67226595,0.17072588,-0.000140687,0.12717535,0.4502877,0.70597535,0.14360039,1
0.5308928,0.15157486,0.14448038,0.6127097,0.6243603,0.16962236,0.17376685,0.48538595,0.0684452,0.70127165,0.1647409,-0.000149177,0.12879243,0.47018716,0.7359286,0.14415959,0
0.11808562,0.1366941,0.21327484,0.16067357,0.14874654,0.22314999,0.203354,0.090847805,0.100126944,0.21378076,0.22724715,-4.73E-05,0.2074947,0.113435656,0.25722373,0.188182,1
0.5563635,0.065702446,0.06842168,0.64629,0.6497595,0.08165993,0.07287872,0.5078363,0.022782017,0.7177531,0.0755945,-0.00013796,0.059394807,0.526097,0.73814225,0.062362973,0
0.55590564,0.061990313,0.065439284,0.6427157,0.64847934,0.076662794,0.06384411,0.509498,0.02686377,0.72248113,0.074465476,-0.000140926,0.056360498,0.5259643,0.74094003,0.061846126,1
0.62893695,-0.020215832,-0.029158294,0.73242074,0.7267834,-0.033263102,-0.03255678,0.5736788,-0.003355492,0.79515886,-0.034992397,-0.000141466,-0.018675148,0.6216003,0.77255845,-0.029822975,1
0.52452826,0.1740002,0.16232145,0.598663,0.61697865,0.18860474,0.21399048,0.47488895,0.07188121,0.690431,0.1835216,-0.000153082,0.1422651,0.44786593,0.7254164,0.15781283,0
0.5638467,0.04224439,0.051125735,0.6502956,0.65551615,0.05347789,0.06600614,0.51244986,0.019340623,0.7222884,0.054621845,-0.00013292,0.039554223,0.5276592,0.72268885,0.04078915,1
0.07785539,0.28361204,0.39107814,0.1139545,0.12204239,0.41905686,0.40120158,0.06492823,0.16000663,0.20334893,0.42547143,-7.63E-05,0.32982403,0.03014531,0.30372894,0.35563815,0
0.48767266,0.13139716,0.15702535,0.564142,0.57255834,0.17509165,0.19741355,0.44817707,0.049440417,0.65138346,0.17563894,-0.000131844,0.12115286,0.4369471,0.69860154,0.13588296,0
0.34291756,0.31527156,0.32164592,0.3952504,0.42296007,0.36974004,0.36428204,0.3047496,0.12721014,0.49825138,0.36028165,-0.000145271,0.28431755,0.26667234,0.58578104,0.3316676,0
0.39431474,0.1582084,0.18365401,0.46011072,0.46987095,0.20990767,0.20062259,0.35762683,0.0730071,0.5451984,0.20444074,-0.000121499,0.1624621,0.35979277,0.5952614,0.1787172,1
0.39917222,0.2621254,0.26549092,0.4621384,0.48194408,0.30840945,0.3197196,0.3601287,0.112814784,0.55494416,0.3040967,-0.000144823,0.23191148,0.31913823,0.6222059,0.263815,0
0.5247215,0.035205122,0.062349632,0.614013,0.6078508,0.06842641,0.054398015,0.4792148,0.022784851,0.69056225,0.06771405,-0.000118749,0.054627627,0.50036967,0.7083067,0.05233298,1
0.44056162,0.045336742,0.072615564,0.51970863,0.51789176,0.07462708,0.09569614,0.40172148,0.040778298,0.5856048,0.07665483,-0.000104387,0.0678877,0.41261584,0.5864759,0.05353347,1
0.56231415,0.091202654,0.085339144,0.6489274,0.6553164,0.09172952,0.09805686,0.5062326,0.04076425,0.7231302,0.09428893,-0.000139066,0.08061835,0.5195465,0.73516,0.07972027,0
0.5652226,0.11870158,0.12121021,0.6524267,0.6603234,0.12826966,0.13591862,0.51398623,0.051103406,0.73769385,0.13253783,-0.000146321,0.104244605,0.5126274,0.76765835,0.11220601,1
0.3370566,0.34034097,0.3476085,0.38615662,0.41616195,0.39756203,0.40766266,0.3006459,0.14260055,0.49361458,0.3938905,-0.000142804,0.30302042,0.2380667,0.5844787,0.35115975,0
0.630475,0.001435071,0.006396785,0.7241994,0.7252702,-0.001483247,0.006846257,0.57321215,-0.006731395,0.7952383,0.001460694,-0.000144074,-0.002503529,0.6052553,0.7961896,-0.006377526,1
0.65867907,-0.006732985,-0.010948435,0.76205236,0.7605362,-0.014100283,-0.014552854,0.6000997,-0.000889249,0.8331367,-0.011936218,-0.00014303,-0.005741164,0.6400412,0.81900257,-0.010079786,1
0.44070834,0.20295423,0.22929057,0.5069992,0.5225155,0.26426622,0.27182814,0.41753975,0.069697276,0.61298996,0.26678205,-0.000138811,0.1733538,0.36790267,0.7027551,0.22070813,0
0.47104734,0.051818166,0.054975286,0.54909444,0.5453867,0.051163614,0.06965698,0.4183356,0.036691405,0.60089725,0.05322203,-0.0001092,0.05911135,0.43550563,0.598688,0.03920723,1
0.4290757,0.1674174,0.17991689,0.49684027,0.5075995,0.20944631,0.20307772,0.38696206,0.06961424,0.580006,0.19816667,-0.000130132,0.1579003,0.3806621,0.62883675,0.17656077,0
0.49997094,0.1675106,0.15439487,0.57108194,0.58874756,0.16978687,0.1852909,0.44551867,0.06977786,0.65146744,0.17017704,-0.000142604,0.14065619,0.43950602,0.6794726,0.14944957,1
0.5434379,0.07324676,0.10529712,0.6263942,0.6359357,0.116332635,0.13345419,0.513998,0.020843238,0.7194039,0.12391205,-0.000141597,0.06859996,0.49461517,0.76798046,0.09155614,1
0.45734578,0.2165966,0.22183934,0.51874816,0.54304415,0.25284603,0.2624391,0.41547188,0.08093137,0.6154747,0.24956897,-0.000145482,0.18752399,0.37971145,0.68449897,0.21506274,1
0.45717424,0.19540942,0.2294485,0.540921,0.54582417,0.24324669,0.2511149,0.42947316,0.09066419,0.63877314,0.25522855,-0.000150365,0.19613296,0.40137738,0.7109059,0.22075215,1
0.5508924,0.071872436,0.0708637,0.64422303,0.6404737,0.088449486,0.074661136,0.5020843,0.035101276,0.72149587,0.08218843,-0.000135958,0.06665751,0.52136743,0.73892653,0.07326332,1
0.60234374,0.09830584,0.086815216,0.6886273,0.7019244,0.10368772,0.11279869,0.54938275,0.026669435,0.7710782,0.1049856,-0.000156984,0.073182724,0.5535429,0.79702985,0.08761809,1
0.51925343,0.101107694,0.11247434,0.59513825,0.60450435,0.12457891,0.13091482,0.47179747,0.038887564,0.6768679,0.12081654,-0.000133338,0.09010194,0.4744767,0.7048387,0.10004393,1
0.18949239,0.28951147,0.34552693,0.22545554,0.2467091,0.40139654,0.39618692,0.1709505,0.13082667,0.3243947,0.3935213,-0.000105578,0.29203546,0.12291117,0.4222542,0.3327031,0
0.41614085,0.22794646,0.27423975,0.4825168,0.4998258,0.29974782,0.31511566,0.39351007,0.09250174,0.5973247,0.30109012,-0.000137137,0.21849298,0.3497487,0.6971569,0.26156735,0
0.60327363,0.038524702,0.04748915,0.7021966,0.69956046,0.050435655,0.047430836,0.55376005,0.018506445,0.7796462,0.055341117,-0.000142544,0.041599333,0.57647216,0.794162,0.04220082,1
0.45423955,0.24466458,0.2434355,0.51924324,0.54058546,0.27923644,0.3052677,0.41480407,0.10178512,0.6181223,0.27864668,-0.000149156,0.20688832,0.35876665,0.68451256,0.23804234,0
0.4308064,0.22758636,0.26075733,0.5113797,0.51377076,0.28894985,0.2769461,0.39642122,0.10209534,0.6153934,0.28650376,-0.000133898,0.22219297,0.34919912,0.7012209,0.2586213,1
0.38136744,0.19044465,0.18624285,0.43040755,0.45482782,0.25281218,0.25931174,0.33955562,0.08116,0.5153294,0.22162415,-0.00014275,0.17194152,0.318831,0.5542104,0.20105326,0
0.47584352,0.07532439,0.16915119,0.5631763,0.56157327,0.14553605,0.15041985,0.44373006,0.046760064,0.6557236,0.18886155,-0.000121766,0.12866917,0.46629196,0.7226649,0.14776734,1
